Collection Number,Passed Inspection,Note,Title,URL Title,Publisher,Article Text,Article Image,AMP Image Version,Image Description,Browse Link
2055,false,2055.php has been marked for review (Null partner),Taylor Ranch Log Books,TaylorRanchLogBooks,Published by <a href="../partners/289.php"></a>,</p>%newline%The nine log books in this collection detail daily events from 1997 to 2010 recounted by those living and working at the Taylor Wilderness Research Station. In addition to describing the routine research and maintenance task%comma% the logs also provide wildlife sightings and firsthand accounts of harrowing events%comma% such as the dramatic forest fire and evacuation of the year 2000.</p>%newline%,<img src="../images/collection_images/collection2055.jpg" width="300" height="380" alt="Taylor Ranch Log Book January 2006-April 2008" align= "right" style="max-width: 250px; height: auto; margin: 1%; display: block; ">,<amp-img src="../images/collection_images/collection2055.jpg" width="300" height="380" alt="Taylor Ranch Log Book January 2006-April 2008" layout = "responsive"></amp-img>,<a href="http://digital.lib.uidaho.edu/cdm/singleitem/collection/taylor/id/7" target="_blank">Taylor Ranch Log Book January 2006-April 2008</a>,%newline%<a href=" http://utah-primoprod.hosted.exlibrisgroup.com/primo_library/libweb/action/search.do?tab=default_tab&mode=Advanced&scp.scps=scope:(mw)&vid=MWDL&indx=1&dum=true&srt=rank&frbg=&fn=search&ct=search&vl(1UI1)=exact&vl(35820410UI1)=lsr13&vl(freeText1)=Taylor+Ranch+Log+Books">Browse all records in Taylor Ranch Log Books</a></p>,
2056,false,2056.php has been marked for review (Null partner),The Idaho Forester,TheIdahoForester,Published by <a href="../partners/289.php"></a>,</p>%newline%The Idaho Forester was published annually from 1917 - 1997 by the University of Idaho's forestry program. The journal combines research articles%comma% UI program activities information%comma% and analysis of the forest products industry%comma% formerly the dominant industry in Northern Idaho. The collection was developed with the support of a Project Ceres Grant from the Center for Research Libraries and the United States Agricultural Information Network. </p>%newline%,<img src="../images/collection_images/collection2056.jpg" width="208" height="306" alt="The Idaho Forester - 1923 (Vol. 05)" align= "right" style="max-width: 250px; height: auto; margin: 1%; display: block; ">,<amp-img src="../images/collection_images/collection2056.jpg" width="208" height="306" alt="The Idaho Forester - 1923 (Vol. 05)" layout = "responsive"></amp-img>,<a href="http://digital.lib.uidaho.edu/cdm/compoundobject/collection/forester/id/272" target="_blank">The Idaho Forester - 1923 (Vol. 05)</a>,%newline%<a href=" http://utah-primoprod.hosted.exlibrisgroup.com/primo_library/libweb/action/search.do?tab=default_tab&mode=Advanced&scp.scps=scope:(mw)&vid=MWDL&indx=1&dum=true&srt=rank&frbg=&fn=search&ct=search&vl(1UI1)=exact&vl(35820410UI1)=lsr13&vl(freeText1)=The+Idaho+Forester">Browse all records in The Idaho Forester</a></p>,
2057,false,2057.php has been marked for review (Null partner),University of Idaho Campus Photographs,UniversityofIdahoCampusPhotographs,Published by <a href="../partners/289.php"></a>,</p>%newline%The University of Idaho Campus Photograph Collection contains over 3000 historical photographs of the UI Campus from 1889 to the present. </p>%newline%,<img src="../images/collection_images/collection2057.jpg" width="377" height="217" alt="MacLean Field%comma% University of Idaho. Baseball game" align= "right" style="max-width: 250px; height: auto; margin: 1%; display: block; ">,<amp-img src="../images/collection_images/collection2057.jpg" width="377" height="217" alt="MacLean Field%comma% University of Idaho. Baseball game" layout = "responsive"></amp-img>,<a href="http://digital.lib.uidaho.edu/cdm/ref/collection/pg1/id/277" target="_blank">MacLean Field%comma% University of Idaho. Baseball game</a>,%newline%<a href=" http://utah-primoprod.hosted.exlibrisgroup.com/primo_library/libweb/action/search.do?tab=default_tab&mode=Advanced&scp.scps=scope:(mw)&vid=MWDL&indx=1&dum=true&srt=rank&frbg=&fn=search&ct=search&vl(1UI1)=exact&vl(35820410UI1)=lsr13&vl(freeText1)=University+of+Idaho+Campus+Photographs">Browse all records in University of Idaho Campus Photographs</a></p>,
2058,false,2058.php has been marked for review (Null partner),Vandal Football Program Covers,VandalFootballProgramCovers,Published by <a href="../partners/289.php"></a>,</p>%newline%The Idaho Vandals Football Historical Game day Program Covers Collection consists of over 50 years worth of game day program covers (1908-1967) produced for football contests that took place all over the country.</p>%newline%,<img src="../images/collection_images/collection2058.jpg" width="231" height="314" alt="Football Program. Idaho - Washington State University" align= "right" style="max-width: 250px; height: auto; margin: 1%; display: block; ">,<amp-img src="../images/collection_images/collection2058.jpg" width="231" height="314" alt="Football Program. Idaho - Washington State University" layout = "responsive"></amp-img>,<a href="http://digital.lib.uidaho.edu/cdm/ref/collection/football/id/151" target="_blank">Football Program. Idaho - Washington State University</a>,%newline%<a href=" http://utah-primoprod.hosted.exlibrisgroup.com/primo_library/libweb/action/search.do?tab=default_tab&mode=Advanced&scp.scps=scope:(mw)&vid=MWDL&indx=1&dum=true&srt=rank&frbg=&fn=search&ct=search&vl(1UI1)=exact&vl(35820410UI1)=lsr13&vl(freeText1)=Vandal+Football+Program+Covers">Browse all records in Vandal Football Program Covers</a></p>,
2059,false,2059.php has been marked for review (Null partner),Vandal Video,VandalVideo,Published by <a href="../partners/289.php"></a>,</p>%newline%The Vandal Video Collection is a collection of 160+ digitized 16mm Film reels that are held by the Library's Special Collections & Archives. The videos span the years 1925 to 1997%comma% covering both football and basketball games%comma% with the bulk of these having been recorded in the 1970s.</p>%newline%,<img src="../images/collection_images/collection2059.jpg" width="387" height="306" alt="1925 Video of Campus%comma% Moscow%comma% &amp; Leather-Helmet Football" align= "right" style="max-width: 250px; height: auto; margin: 1%; display: block; ">,<amp-img src="../images/collection_images/collection2059.jpg" width="387" height="306" alt="1925 Video of Campus%comma% Moscow%comma% &amp; Leather-Helmet Football" layout = "responsive"></amp-img>,<a href="https://www.youtube.com/embed/CVXQ3X6Q8oU?autoplay=1" target="_blank">1925 Video of Campus%comma% Moscow%comma% & Leather-Helmet Football</a>,%newline%<a href=" http://utah-primoprod.hosted.exlibrisgroup.com/primo_library/libweb/action/search.do?tab=default_tab&mode=Advanced&scp.scps=scope:(mw)&vid=MWDL&indx=1&dum=true&srt=rank&frbg=&fn=search&ct=search&vl(1UI1)=exact&vl(35820410UI1)=lsr13&vl(freeText1)=Vandal+Video">Browse all records in Vandal Video</a></p>,
2082,false,2082.php has been marked for review (Null partner),Montana State Publications,MontanaStatePublications,Published by <a href="../partners/338.php"></a>,</p>%newline%Montana State Library provides descriptions of more than 14%comma%000 contemporary and historic Montana state agency publications from the 1870s to the present. You will find annual reports%comma% environmental impact statements%comma% financial audits%comma% and other informational treasures about Montana’s infrastructure—its highways%comma% airports%comma% railroads%comma% banks%comma% businesses%comma% mines%comma% schools%comma% prisons%comma% hospitals%comma% recreation areas and more. This collection is contains links directly to each digital document at The Internet Archive. </p>%newline%,<img src="../images/collection_images/collection2082.jpg" alt="Montana State Publications" width="394" height="514" align= "right" style="max-width: 250px; height: auto; margin: 1%; display: block; ">,<amp-img src="../images/collection_images/collection2082.jpg" alt="Montana State Publications" width="394" height="514" layout = "responsive"></amp-img>,<a href="http://www.mtmemory.org/cdm/landingpage/collection/p15018coll2" target="_blank">Montana State Publications</a>,%newline%<a href=" http://utah-primoprod.hosted.exlibrisgroup.com/primo_library/libweb/action/search.do?tab=default_tab&mode=Advanced&scp.scps=scope:(mw)&vid=MWDL&indx=1&dum=true&srt=rank&frbg=&fn=search&ct=search&vl(1UI1)=exact&vl(35820410UI1)=lsr13&vl(freeText1)=Montana+State+Publications">Browse all records in Montana State Publications</a></p>,
2094,false,2094.php has been marked for review (Null partner),Columbia River Basin Project - Dam Construction in the Pacific Northwest,ColumbiaRiverBasinProjectDamConstructioninthePacificNorthwest,Published by <a href="../partners/289.php"></a>,</p>%newline%The Columbia River Basin Project Collection contains close to 500 historical photographs collected or taken by the Army Corps of Engineers during the construction of the Grand Coulee Dam and other facilities and improvements. The images span the years 1934 to 1965 and depict the dam as well as the planning%comma% construction%comma% equipment%comma% and people that made the project possible.</p>%newline%,<img src="../images/collection_images/collection2094.jpeg" alt="%return%%newline%Construction methods and Long Lake dam--Dry Coulee Siphon" width="391" height="325" align= "right" style="max-width: 250px; height: auto; margin: 1%; display: block; ">,<amp-img src="../images/collection_images/collection2094.jpeg" alt="%return%%newline%Construction methods and Long Lake dam--Dry Coulee Siphon" width="391" height="325" layout = "responsive"></amp-img>,<a href="http://digital.lib.uidaho.edu/cdm/ref/collection/crbproj/id/936" target="_blank"> Construction methods and Long Lake dam--Dry Coulee Siphon </a>,%newline%<a href=" http://utah-primoprod.hosted.exlibrisgroup.com/primo_library/libweb/action/search.do?tab=default_tab&mode=Advanced&scp.scps=scope:(mw)&vid=MWDL&indx=1&dum=true&srt=rank&frbg=&fn=search&ct=search&vl(1UI1)=exact&vl(35820410UI1)=lsr13&vl(freeText1)=Columbia+River+Basin+Project+-+Dam+Construction+in+the+Pacific+Northwest">Browse all records in Columbia River Basin Project - Dam Construction in the Pacific Northwest</a></p>,
2095,false,2095.php has been marked for review (Null partner),Ott Historical Photograph Collection,OttHistoricalPhotographCollection,Published by <a href="../partners/289.php"></a>,</p>%newline%A digital collection comprised of historical photographs of Moscow%comma% Idaho and the surrounding Latah County. The photos were collected by Clifford M. Ott and donated to the University of Idaho Library in 1992. Mr. Ott was an avid amateur photographer who amassed over 10%comma%000 slides%comma% prints%comma% and negatives spanning the years from 1883 to 1990. Ott compiled a selection from his collection into eleven albums containing a total of over 1%comma%800 images of Moscow%comma% Idaho and surrounding Latah County. These scrap books contain photos as well as newspaper clippings%comma% and historic footnotes. Clifford Ott used these scrapbooks%comma% and other slides and negatives%comma% to give talks to senior groups about Latah County history. </p>%newline%,<img src="../images/collection_images/collection2095.jpg" alt="Pleasant Home Boarding House. Moscow." width="391" height="325" align= "right" style="max-width: 250px; height: auto; margin: 1%; display: block; ">,<amp-img src="../images/collection_images/collection2095.jpg" alt="Pleasant Home Boarding House. Moscow." width="391" height="325" layout = "responsive"></amp-img>,<a href="http://digital.lib.uidaho.edu/cdm/ref/collection/ott/id/31" target="_blank">Pleasant Home Boarding House. Moscow.</a>,%newline%<a href=" http://utah-primoprod.hosted.exlibrisgroup.com/primo_library/libweb/action/search.do?tab=default_tab&mode=Advanced&scp.scps=scope:(mw)&vid=MWDL&indx=1&dum=true&srt=rank&frbg=&fn=search&ct=search&vl(1UI1)=exact&vl(35820410UI1)=lsr13&vl(freeText1)=Ott+Historical+Photograph+Collection">Browse all records in Ott Historical Photograph Collection</a></p>,
2096,false,2096.php has been marked for review (Null partner),Idaho Historical Aerial Photographs,IdahoHistoricalAerialPhotographs,Published by <a href="../partners/289.php"></a>,</p>%newline%The <a title="Idaho Historic Air Photos" href="http://cloud.insideidaho.org/webMaps/flash/hap/"> Historic Air Photo online mapping application</a> provides a way to geospatially locate a selected set of non-georeferenced scanned historic air photos for Idaho contained in the Idaho aerial views database. This collection contains historic aerial photographs from the 1930s-1940s. </p>%newline%<a href="http://digital.lib.uidaho.edu/cdm/singleitem/collection/uiiap/id/2056" target="_blank">FA3455</a></p>%newline%</p>,<img src="../images/collection_images/collection2096.jpg" alt="FA3455 - Kooskooskia Meadows%comma% Clearwater National Forest" width="391" height="325" align= "right" style="max-width: 250px; height: auto; margin: 1%; display: block; ">,<amp-img src="../images/collection_images/collection2096.jpg" alt="FA3455 - Kooskooskia Meadows%comma% Clearwater National Forest" width="391" height="325" layout = "responsive"></amp-img>,<a title="Idaho Historic Air Photos" href="http://cloud.insideidaho.org/webMaps/flash/hap/"> Historic Air Photo online mapping application</a>%newline%<a href="http://digital.lib.uidaho.edu/cdm/singleitem/collection/uiiap/id/2056" target="_blank">FA3455</a>,%newline%<a href=" http://utah-primoprod.hosted.exlibrisgroup.com/primo_library/libweb/action/search.do?tab=default_tab&mode=Advanced&scp.scps=scope:(mw)&vid=MWDL&indx=1&dum=true&srt=rank&frbg=&fn=search&ct=search&vl(1UI1)=exact&vl(35820410UI1)=lsr13&vl(freeText1)=Idaho+Historical+Aerial+Photographs">Browse all records in Idaho Historical Aerial Photographs</a></p>,
2098,false,2098.php has been marked for review (Null partner),Robert E. Higgins Collection,RobertEHigginsCollection,Published by <a href="../partners/289.php"></a>,</p>%newline%The Robert E. Higgins Collection is held by the University of Idaho Library%comma% in the Special Collections & Archives Department. These photographs are a representative selection of photographs from the collection%comma% which was donated to the University of Idaho library in 2009.</p>%newline%,<img src="../images/collection_images/collection2098.jpg" alt="%return%%newline%River Bottom Texture" width="391" height="325" align= "right" style="max-width: 250px; height: auto; margin: 1%; display: block; ">,<amp-img src="../images/collection_images/collection2098.jpg" alt="%return%%newline%River Bottom Texture" width="391" height="325" layout = "responsive"></amp-img>,<a href="http://digital.lib.uidaho.edu/cdm/singleitem/collection/higgins/id/39" target="_blank"> River Bottom Texture</a>,%newline%<a href=" http://utah-primoprod.hosted.exlibrisgroup.com/primo_library/libweb/action/search.do?tab=default_tab&mode=Advanced&scp.scps=scope:(mw)&vid=MWDL&indx=1&dum=true&srt=rank&frbg=&fn=search&ct=search&vl(1UI1)=exact&vl(35820410UI1)=lsr13&vl(freeText1)=Robert+E.+Higgins+Collection">Browse all records in Robert E. Higgins Collection</a></p>,
2099,false,2099.php has been marked for review (Null partner),Kyle Laughlin Photographs,KyleLaughlinPhotographs,Published by <a href="../partners/289.php"></a>,</p>%newline%The Kyle Laughlin Photogpraph Collection contains over 800 historical photographs collected or taken by Kyle Laughlin and donated to the Library in 1985. The images span the years 1931 to 1979 and depict Idaho scenery and historical sites%comma% as well as images of Laughlin's travels%comma% family and friends.</p>%newline%,<img src="../images/collection_images/collection2099.jpg" alt="Strom" s Canyon (Idaho)%comma% 1959 or 1960' width="300" height="422" align= "right" style="max-width: 250px; height: auto; margin: 1%; display: block; ">,<amp-img src="../images/collection_images/collection2099.jpg" alt="Strom" s Canyon (Idaho)%comma% 1959 or 1960' width="300" height="422" layout = "responsive"></amp-img>,<a href="http://digital.lib.uidaho.edu/cdm/ref/collection/spec_kl/id/651" target="_blank">Strom's Canyon (Idaho)%comma% 1959 or 1960</a>,%newline%<a href=" http://utah-primoprod.hosted.exlibrisgroup.com/primo_library/libweb/action/search.do?tab=default_tab&mode=Advanced&scp.scps=scope:(mw)&vid=MWDL&indx=1&dum=true&srt=rank&frbg=&fn=search&ct=search&vl(1UI1)=exact&vl(35820410UI1)=lsr13&vl(freeText1)=Kyle+Laughlin+Photographs">Browse all records in Kyle Laughlin Photographs</a></p>,
2101,false,2101.php has been marked for review (Null partner),Lee Morse Collection,LeeMorseCollection,Published by <a href="../partners/289.php"></a>,</p>%newline%Lee Morse gained fame as a vaudeville performer%comma% where she impressed critics with her vocal range. Lee was one of the most recorded female vocalists of the 1920s.</p>%newline%,<img src="../images/collection_images/collection2101.jpg" alt="Lee Morse Headshot" width="300" height="422" align= "right" style="max-width: 250px; height: auto; margin: 1%; display: block; ">,<amp-img src="../images/collection_images/collection2101.jpg" alt="Lee Morse Headshot" width="300" height="422" layout = "responsive"></amp-img>,<a href="http://digital.lib.uidaho.edu/cdm/singleitem/collection/ijclm/id/16/rec/3" target="_blank">Lee Morse Headshot</a>,%newline%<a href=" http://utah-primoprod.hosted.exlibrisgroup.com/primo_library/libweb/action/search.do?tab=default_tab&mode=Advanced&scp.scps=scope:(mw)&vid=MWDL&indx=1&dum=true&srt=rank&frbg=&fn=search&ct=search&vl(1UI1)=exact&vl(35820410UI1)=lsr13&vl(freeText1)=Lee+Morse+Collection">Browse all records in Lee Morse Collection</a></p>,
2102,false,2102.php has been marked for review (Null partner),Leonard Feather Jazz Collection,LeonardFeatherJazzCollection,Published by <a href="../partners/289.php"></a>,</p>%newline%Jazz journalist Leonard Geoffrey Feather was born in Hampstead%comma% England on September 13%comma% 1914. In the 1930s%comma% he arranged%comma% composed%comma% and produced jazz sessions%comma% and began to write about jazz for print media.&nbsp; After moving to <acronym>New York he</acronym> worked with such greats as Louis Armstrong%comma% Dizzy Gillespie%comma% and Duke Ellington%comma% establishing his reputation in various fields of jazz.&nbsp; Writing for famous jazz journals and authoring several books%comma% he was particularly influential in promoting Bebop.&nbsp; Moving to Los Angeles in 1960%comma% he became the chief jazz critic for the <em>Los Angeles Times</em>. Leonard Feather died on September 22%comma% 1994.</p>%newline%The Leonard Feather Papers span the years 1900–1999%comma% with the bulk of the materials dating 1935–1990%comma% approximately. Included among the papers are photographs%comma% negatives%comma% scrapbooks and photo albums%comma% pamphlets%comma% notebooks%comma% sketches%comma% scores%comma% soundsheets%comma% correspondence%comma% clippings%comma% manuscripts (including those for books%comma% articles%comma% liner notes%comma% and radio and television productions)%comma% promotional materials%comma% research materials%comma% travel and teaching notes%comma% royalty statements and other financial papers%comma% lists of Mr. Feather's personal collections (audio cassettes%comma% records%comma% and video tapes)%comma% ephemera%comma% and papers related to Mr. Feather's last illness and documents gathered after his death.</p>%newline%,<img src="../images/collection_images/collection2102.jpg" alt="%return%%newline%Duke Ellington%comma% Leonard Feather%comma% Nat King Cole%comma% and Johnny Hodges" width="300px" height ="250" align= "right" style="max-width: 250px; height: auto; margin: 1%; display: block; ">,<amp-img src="../images/collection_images/collection2102.jpg" alt="%return%%newline%Duke Ellington%comma% Leonard Feather%comma% Nat King Cole%comma% and Johnny Hodges" width="300px" height ="250" layout = "responsive"></amp-img>,<a href="http://digital.lib.uidaho.edu/cdm/ref/collection/lfc/id/272" target="_blank"> Duke Ellington%comma% Leonard Feather%comma% Nat "King" Cole%comma% and Johnny Hodges </a>,%newline%<a href=" http://utah-primoprod.hosted.exlibrisgroup.com/primo_library/libweb/action/search.do?tab=default_tab&mode=Advanced&scp.scps=scope:(mw)&vid=MWDL&indx=1&dum=true&srt=rank&frbg=&fn=search&ct=search&vl(1UI1)=exact&vl(35820410UI1)=lsr13&vl(freeText1)=Leonard+Feather+Jazz+Collection">Browse all records in Leonard Feather Jazz Collection</a></p>,
2103,false,2103.php has been marked for review (Null partner),Al Grey and Rosalie Soladar Memorial Collection,AlGreyandRosalieSoladarMemorialCollection,Published by <a href="../partners/289.php"></a>,</p>%newline%Al Grey was a jazz trombonist and bandleader. Rosalie Soladar was his companion and personal manager. Materials in this collection span most of Grey's career after their partnership. The collection includes contracts and schedules of Al Grey's engagements%comma% correspondence%comma% arrangements%comma% clothing%comma% artifacts and ephemera%comma% audiotape master recordings%comma% and a trombone.</p>%newline%,<img src="../images/collection_images/collection2103.jpg" alt="Al Grey performing with unidentified musicians" width="300" height="170" align= "right" style="max-width: 250px; height: auto; margin: 1%; display: block; ">,<amp-img src="../images/collection_images/collection2103.jpg" alt="Al Grey performing with unidentified musicians" width="300" height="170" layout = "responsive"></amp-img>,<a href="http://digital.lib.uidaho.edu/cdm/singleitem/collection/ijcag/id/302" target="_blank">Al Grey performing with unidentified musicians</a>,%newline%<a href=" http://utah-primoprod.hosted.exlibrisgroup.com/primo_library/libweb/action/search.do?tab=default_tab&mode=Advanced&scp.scps=scope:(mw)&vid=MWDL&indx=1&dum=true&srt=rank&frbg=&fn=search&ct=search&vl(1UI1)=exact&vl(35820410UI1)=lsr13&vl(freeText1)=Al+Grey+and+Rosalie+Soladar+Memorial+Collection">Browse all records in Al Grey and Rosalie Soladar Memorial Collection</a></p>,
2104,false,2104.php has been marked for review (Null partner),Ray Brown Collection,RayBrownCollection,Published by <a href="../partners/289.php"></a>,</p>%newline%A small collection of the photographs and awards of Ray Brown%comma% a reknowned jazz double bassist and cellist. </p>%newline%,<img src="../images/collection_images/collection2104.jpg" alt="Ray Brown" width="300" height="375" align= "right" style="max-width: 250px; height: auto; margin: 1%; display: block; ">,<amp-img src="../images/collection_images/collection2104.jpg" alt="Ray Brown" width="300" height="375" layout = "responsive"></amp-img>,<a href="http://digital.lib.uidaho.edu/cdm/singleitem/collection/ijc_brown/id/14" target="_blank">Ray Brown</a>,%newline%<a href=" http://utah-primoprod.hosted.exlibrisgroup.com/primo_library/libweb/action/search.do?tab=default_tab&mode=Advanced&scp.scps=scope:(mw)&vid=MWDL&indx=1&dum=true&srt=rank&frbg=&fn=search&ct=search&vl(1UI1)=exact&vl(35820410UI1)=lsr13&vl(freeText1)=Ray+Brown+Collection">Browse all records in Ray Brown Collection</a></p>,
2114,false,2114.php has been marked for review (Null partner),Stonebraker Photograph Collection,StonebrakerPhotographCollection,Published by <a href="../partners/289.php"></a>,</p>%newline%This collection consists of 540 photographs from the William Allen Stonebraker Collection%comma% which was donated to the University of Idaho Library in 2003. Stonebraker took photographs in Central Idaho's remote Salmon River and Frank Church-River of No Return wilderness at the turn of the twentieth century between 1900 and 1931. The collection contains images of the Stonebraker Ranch and homestead in the Chamberlain Basin%comma% his businesses (dude ranch%comma% pack train and dogsled operations%comma% mining%comma% big game hunting) as well as wildlife%comma% scenic views%comma% and early aircraft operation.&nbsp;</p>%newline%,<img src="../images/collection_images/collection2114.jpg" alt="Sumner Stonebraker with mule" width="300" height="304" align= "right" style="max-width: 250px; height: auto; margin: 1%; display: block; ">,<amp-img src="../images/collection_images/collection2114.jpg" alt="Sumner Stonebraker with mule" width="300" height="304" layout = "responsive"></amp-img>,<a href="http://digital.lib.uidaho.edu/cdm/singleitem/collection/stonebraker/id/165" target="_blank">Sumner Stonebraker with mule</a>,%newline%<a href=" http://utah-primoprod.hosted.exlibrisgroup.com/primo_library/libweb/action/search.do?tab=default_tab&mode=Advanced&scp.scps=scope:(mw)&vid=MWDL&indx=1&dum=true&srt=rank&frbg=&fn=search&ct=search&vl(1UI1)=exact&vl(35820410UI1)=lsr13&vl(freeText1)=Stonebraker+Photograph+Collection">Browse all records in Stonebraker Photograph Collection</a></p>,
2131,false,2131.php has been marked for review (Null partner) (Null Article Text),Basic Magnesium%comma% Inc. Photographs,BasicMagnesiumIncPhotographs,Published by <a href="../partners/349.php"></a>,</p>%newline%</p>%newline%,<img src="../images/collection_images/collection2131.jpg" alt="BMI Photographs" width="411" height="254" align= "right" style="max-width: 250px; height: auto; margin: 1%; display: block; ">,<amp-img src="../images/collection_images/collection2131.jpg" alt="BMI Photographs" width="411" height="254" layout = "responsive"></amp-img>,<a href="http://digitalcollections.mypubliclibrary.com/c/BMI-Photographs/view/5743/BMI+plant+site+prior+to+construction/?q=BMI+Photographs&fieldLimit=33-143&fq[]=q" target="_blank">BMI plant site prior to construction</a>,%newline%<a href=" http://utah-primoprod.hosted.exlibrisgroup.com/primo_library/libweb/action/search.do?tab=default_tab&mode=Advanced&scp.scps=scope:(mw)&vid=MWDL&indx=1&dum=true&srt=rank&frbg=&fn=search&ct=search&vl(1UI1)=exact&vl(35820410UI1)=lsr13&vl(freeText1)=Basic+Magnesium%comma%+Inc.+Photographs">Browse all records in Basic Magnesium%comma% Inc. Photographs</a></p>,
2132,false,2132.php has been marked for review (Null partner) (Null image) (Null image description),Southern Nevada Maps,SouthernNevadaMaps,Published by <a href="../partners/349.php"></a>,<p></p>%newline%<p></p>%newline%</p>,,,,%newline%<a href=" http://utah-primoprod.hosted.exlibrisgroup.com/primo_library/libweb/action/search.do?tab=default_tab&mode=Advanced&scp.scps=scope:(mw)&vid=MWDL&indx=1&dum=true&srt=rank&frbg=&fn=search&ct=search&vl(1UI1)=exact&vl(35820410UI1)=lsr13&vl(freeText1)=Southern+Nevada+Maps">Browse all records in Southern Nevada Maps</a></p>,
2133,false,2133.php has been marked for review (Null partner) (Null image) (Null image description),Henderson (NV) Libraries Veterans Oral History Project,HendersonNVLibrariesVeteransOralHistoryProject,Published by <a href="../partners/349.php"></a>,<p></p>%newline%<p></p>%newline%</p>,,,,%newline%<a href=" http://utah-primoprod.hosted.exlibrisgroup.com/primo_library/libweb/action/search.do?tab=default_tab&mode=Advanced&scp.scps=scope:(mw)&vid=MWDL&indx=1&dum=true&srt=rank&frbg=&fn=search&ct=search&vl(1UI1)=exact&vl(35820410UI1)=lsr13&vl(freeText1)=Henderson+(NV)+Libraries+Veterans+Oral+History+Project">Browse all records in Henderson (NV) Libraries Veterans Oral History Project</a></p>,
2139,false,2139.php has been marked for review (Null image) (Null image description),Stacks: Idaho's Digital Repository - Idaho Department of Education,StacksIdahosDigitalRepositoryIdahoDepartmentofEducation,Published by <a href="../partners/341.php">Idaho Commission for Libraries</a>,<p></p>%newline%<p>[Stacks]%comma% the Idaho Digital Repository%comma% is a cooperative project of the Idaho Commission for Libraries and all state agencies. It is a searchable centralized collection of digital publications that are created by state agencies for the purpose of public information. </p>%newline%<p>This collection from Stacks contains documents from the Idaho Department of Education. </p>%newline%</p>,,,,%newline%<a href=" http://utah-primoprod.hosted.exlibrisgroup.com/primo_library/libweb/action/search.do?tab=default_tab&mode=Advanced&scp.scps=scope:(mw)&vid=MWDL&indx=1&dum=true&srt=rank&frbg=&fn=search&ct=search&vl(1UI1)=exact&vl(35820410UI1)=lsr13&vl(freeText1)=Stacks:+Idaho's+Digital+Repository+-+Idaho+Department+of+Education">Browse all records in Stacks: Idaho's Digital Repository - Idaho Department of Education</a></p>,
2140,false,2140.php has been marked for review (Null image) (Null image description),Stacks: Idaho's Digital Repository - Idaho State Board of Education,StacksIdahosDigitalRepositoryIdahoStateBoardofEducation,Published by <a href="../partners/341.php">Idaho Commission for Libraries</a>,<p></p>%newline%<p>[Stacks]%comma% the Idaho Digital Repository%comma% is a cooperative project of the Idaho Commission for Libraries and all state agencies. It is a searchable centralized collection of digital publications that are created by state agencies for the purpose of public information. </p>%newline%<p>This collection from Stacks contains documents from the Idaho State Board of Education. </p>%newline%</p>,,,,%newline%<a href=" http://utah-primoprod.hosted.exlibrisgroup.com/primo_library/libweb/action/search.do?tab=default_tab&mode=Advanced&scp.scps=scope:(mw)&vid=MWDL&indx=1&dum=true&srt=rank&frbg=&fn=search&ct=search&vl(1UI1)=exact&vl(35820410UI1)=lsr13&vl(freeText1)=Stacks:+Idaho's+Digital+Repository+-+Idaho+State+Board+of+Education">Browse all records in Stacks: Idaho's Digital Repository - Idaho State Board of Education</a></p>,
2142,false,2142.php has been marked for review (Null image) (Null image description),Stacks: Idaho's Digital Repository - Office of the Idaho Governor,StacksIdahosDigitalRepositoryOfficeoftheIdahoGovernor,Published by <a href="../partners/341.php">Idaho Commission for Libraries</a>,<p></p>%newline%<p>[Stacks]%comma% the Idaho Digital Repository%comma% is a cooperative project of the Idaho Commission for Libraries and all state agencies. It is a searchable centralized collection of digital publications that are created by state agencies for the purpose of public information. </p>%newline%<p>This collection from Stacks contains documents from the Office of the Idaho Governor. </p>%newline%</p>,,,,%newline%<a href=" http://utah-primoprod.hosted.exlibrisgroup.com/primo_library/libweb/action/search.do?tab=default_tab&mode=Advanced&scp.scps=scope:(mw)&vid=MWDL&indx=1&dum=true&srt=rank&frbg=&fn=search&ct=search&vl(1UI1)=exact&vl(35820410UI1)=lsr13&vl(freeText1)=Stacks:+Idaho's+Digital+Repository+-+Office+of+the+Idaho+Governor">Browse all records in Stacks: Idaho's Digital Repository - Office of the Idaho Governor</a></p>,
2143,false,2143.php has been marked for review (Null image) (Null image description),Stacks: Idaho's Digital Repository - Idaho Department of Health and Welfare,StacksIdahosDigitalRepositoryIdahoDepartmentofHealthandWelfare,Published by <a href="../partners/341.php">Idaho Commission for Libraries</a>,<p></p>%newline%<p>[Stacks]%comma% the Idaho Digital Repository%comma% is a cooperative project of the Idaho Commission for Libraries and all state agencies. It is a searchable centralized collection of digital publications that are created by state agencies for the purpose of public information. </p>%newline%<p>This collection from Stacks contains documents from the Idaho Department of Health and Welfare. </p>%newline%</p>,,,,%newline%<a href=" http://utah-primoprod.hosted.exlibrisgroup.com/primo_library/libweb/action/search.do?tab=default_tab&mode=Advanced&scp.scps=scope:(mw)&vid=MWDL&indx=1&dum=true&srt=rank&frbg=&fn=search&ct=search&vl(1UI1)=exact&vl(35820410UI1)=lsr13&vl(freeText1)=Stacks:+Idaho's+Digital+Repository+-+Idaho+Department+of+Health+and+Welfare">Browse all records in Stacks: Idaho's Digital Repository - Idaho Department of Health and Welfare</a></p>,
