Collection Number,Passed Inspection,Note,Title,Publisher,Article Text,Article Image,Image Height,Image Length,Image Description,,,,,,,,,,,
2413,TRUE,,Harrisville City Virtual History Museum,Weber State University - Stewart Library,"This collection features historical documents belonging to residents in the Weber%comma% Davis%comma% and Morgan Communities. The items were digitized by Weber State University Stewart Library in support of the ""History in Your Attic"" project.",collection2413.jpg,,,Baby Walker,,,,,,,,,,,
2345,TRUE,,Weber State Historical Exhibits,Weber State University - Stewart Library,A collection of photographic exhibits depicting the historical development of Weber State through student and campus activities.,collection2345.jpg,,,Weber Field Trips,,,,,,,,,,,
2330,TRUE,,Roots of Knowledge: Behind the Scenes,Utah Valley University Library,On November 18%comma% 2016%comma% in the Bingham Gallery of UVU's Fulton Library%comma% an amazing stained glass windows project was unveiled. Called Roots of Knowledge%comma% it consists of 80 individual stained glass windowpanes%comma% spanning 10 feet in height and 200 feet in length. The project was created by Tom Holdman and the creative artists at the Holdman Studios in Lehi%comma% Utah%comma% and aims to trace%comma% in glass%comma% the development of human knowledge%comma% from the genesis of life on Earth to hope for the future. This digital collection%comma% called The Roots of Knowledge Project: Behind the Scenes%comma% is comprised of photographs taken by staff of the Fulton Library's George Sutherland Archives of the creative process and painstaking work that went on at the Holdman Studios during the construction of these beautiful windows. The steps from start to finish are documented.,collection2330.jpg,500,500,Step 01: artist Cameron Oscarson drawing concept art at Holdman Studio.,,,,,,,,,,,
2331,TRUE,,Mapleton%comma% Utah Historical Photographs,Utah Valley University Library,Mapleton%comma% Utah was founded in conjunction with Springville%comma% Utah on September 18%comma% 1850. It was officially settled in 1856%comma% charting its own course in 1901%comma% and officially incorporated on April 1%comma% 1948. Mapleton%comma% previously known as 'Union Bench' was so-named after the Maple trees in the area. The historical photograph collection showcases the city's growth. From the beginning the land was used for growing grains and crops%comma% and fences kept the animals corralled here. Community members use the nearby cities of Springville and Spanish Fork for their shopping needs. The town finally grew%comma% and the images showcase the strength of those families who persevered and developed the city into what it is today%comma% with its several educational venues%comma% parks%comma% and its stunning agricultural beauty. The area strives to maintain its rural charm. Only one restaurant is located within the city%comma% along with two gas stations. The city currently boasts two stoplights. The Church of Jesus Christ of Latter-day Saints is the only religious institution in the city.,collection2331.jpg,500,500,Wiscombe%comma% Joe%comma% hauling peas,,,,,,,,,,,
2323,TRUE,,Cache County Plat Map Photograph Collection,Utah State University - Merrill-Cazier Library,This collection consists of reproductions of 49 original plat maps in Cache and Franklin counties%comma% showing city lots as well as property boundaries for agricultural land. The plats were drawn by Cache County surveyor James Henry (J.H.) Martineau in the 1860s and 1870s. James Henry Martineau (1828-1921) was a Mormon convert who is perhaps best known as a territorial%comma% federal%comma% and railroad (Union Pacific) surveyor. In addition%comma% he was a settler%comma% clerk%comma% cartographer%comma% photographer%comma% and engineer. He completed a variety of surveys in southern Utah before serving as an officer in the Nauvoo legion during the Utah War of 1857-58. In 1860 he settled in Cache Valley%comma% working as the county surveyor and the U.S. deputy internal revenue collector. In 1888 he moved his families to Colonia Juarez in Mexico%comma% although in 1903 he moved back to Salt Lake City. He died on June 24%comma% 1921 in Salt Lake City at the age of ninety-three.,collection2320.jpg,500,,Plat map of Clarkston including Plats A%comma% B and farms. Created by county surveyor James H. Martineau in 1864 and 1874.,,,,,,,,,,,
2324,TRUE,,Cache Valley Refugee Oral History Project,Utah State University - Merrill-Cazier Library,Cache Valley%comma% Utah is the home of Burmese Muslim%comma% Karen%comma% and Eritrean refugees. Documenting and preserving their stories is an important goal of Utah State University?s Fife Folklore Archives (FFA). In May 2015%comma% USU?s FFA and Folklore Program%comma% with help from the Karen community%comma% hosted a Library of Congress Field School for Cultural Documentation: ?Voices: Refugees in Cache Valley.? Field school students worked to document Cache Valley?s recent refugee communities. This collection%comma% Folk Coll 58: Cache Valley Refugee Oral History Project%comma% houses the physical recordings and associated materials of the interviews which took place during this field school.,collection2324.jpeg,,,Afeworki Woldemichael signing the release form with Berhane Debesai Abraha%comma% May 17%comma% 2015,,,,,,,,,,,
2326,TRUE,,Agricultural College of Utah Cyanotype Collection,Utah State University - Merrill-Cazier Library,The Agricultural College of Utah Cyanotypes Collection is made up of more than 2%comma%000 cyanotypes (a paper based%comma% bluish colored print) dating from 1896 to 1916. These images document the Agricultural College of Utah (now Utah State University) and show students%comma% faculty%comma% class-room scenes%comma% buildings and grounds%comma% events%comma% experiment stations%comma% athletics%comma% student projects%comma% agriculture%comma% and scenes from around Logan. Because of preservation concerns they were removed from their original USU Agricultural Extension Service scrapbooks. The photographs were taken for documentation and publicity purposes. Many are found in the Experiment Station bulletins%comma% the ACU Catalogs%comma% and other publications. Many of the photographs were taken by George M. Turpin%comma% an professor of Poultry Husbandry from 1909 to 1913. Who took the remainder of the images is unknown.,collection2326.jpeg,,,Accounting classroom full of students studying.,,,,,,,,,,,
2419,TRUE,,Woodbury Art Museum Permanent Collection,Utah Valley University - Woodbury Art Museum,The Woodbury Art Museum Permanent Collection primarily holds contemporary American works of art.,collection2419.jpg,500,,Painting of Badlands National Park in South Dakota.,,,,,,,,,,,
2420,TRUE,,Von Del Chamberlain Cultural Astronomy Collection,Utah Valley University Library,This collection of photographs%comma% slides and diagrams is from Mr. Von Del Chamberlain%comma% whose career has focused on cultural astronomy--a field of study that focuses on the investigation of astronomy from cultures around the world%comma% past and present. The collection includes many rare images of Native American star ceilings%comma% petroglyphs%comma% and structures that reflect their interest in and knowledge of astronomy%comma% as well as those from Egypt%comma% Central America%comma% and the British Isles. Mr. Chamberlain worked at the Smithsonian Institution in Washington%comma% D.C. (1978-84)%comma% where he was chief of the Education and Presentations Division at the National Air and Space Museum. He then returned to his home state of Utah%comma% becoming the director of the Hansen Planetarium in Salt Lake City (1984-96). After retiring from his duties there%comma% he taught classes at Utah Valley State College (1996-2004). He was appointed Scholar in Residence there in 1998%comma% granting him the rank of Associate Professor. Many of these images were used in his classes and feature highlights of his own work and that of his colleagues. Mr. Chamberlain is currently retired and living in Kanab%comma% Utah where he continues to work on publishing articles and books in the field of cultural astronomy.,collection2420.jpg,500,,British Isles - Scotland - Maeshowe sunset,,,,,,,,,,,
2325,TRUE,,Cache Valley Churches,Utah State University - Merrill-Cazier Library,The first non-Mormon Churches opened in Cache Valley in 1873. They were financed by Protestant faiths that desired to send É??missionariesÉ?ù to Utah%comma% but they found success by exploiting a rift within the Mormon community and because they filled an educational need. Education was barely functional in Cache Valley and these churches created schools with regular hours and even college-educated teachers (a rarity). The story of these early churches was told by former Special CollectionÉ??s Director A.J. Simmonds in The Gentile Comes to Cache Valley (BX 8611 .S5). What is not as well known is that the gentile%comma% in fact%comma% stayed in Cache Valley as many of these churches are still around today. Cache Valley has a surprisingly diverse group of non-Mormon churches. This collection features items concerning the rich and interesting history of these sometimes overlooked religious denominations.,collection2325.jpeg,,,Holy Trinity Lutheran Church%comma% Logan%comma% Utah%comma% 1970,,,,,,,,,,,
2421,TRUE,,Cache Valley Drug Court Oral History Project,Utah State University - Merrill-Cazier Library,In 2000%comma% Judge Thomas Willmore of Utah?s First District Court%comma% with help from Brock Alder at Bear River Health Department%comma% established a drug court for Cache County: the fifth in Utah. In 2001 they established the drug court in Box Elder County. The concept of drug courts began in 1989 in Miami-Dade County%comma% Florida%comma% in a response to the growing crack cocaine drug problem plaguing Miami. Today there are approximately 1%comma%561 drug courts in the United States. These specialized courts are problem-solving courts bringing together the judiciary%comma% prosecution%comma% defense%comma% adult parole and probation%comma% law enforcement%comma% mental health%comma% social services%comma% treatment communities (like 12-step programs)%comma% and the greater community (including former drug court participants) to aid addicted offenders with long-term recovery as opposed to incarceration. In May 2016%comma% Andrew Dupree%comma% a Cache Valley Drug Court participant (and now graduate)%comma% approached USU Folklore Curator Randy Williams with the idea of partnering on an oral history effort to capture the voices of people involved in the drug court experience. Andrew Dupree attended a May 2015 presentation Williams hosted with students from the USU/Library of Congress Cache Valley Refugee Oral History Project. He wanted people in the drug court community (addicts%comma% Cache Valley Drug Court Committee members%comma% and family members) to have a similar public voice. Together with Jennifer Duncan%comma% Special Collections Librarian%comma% Alder%comma% Andrew Dupree and Williams%comma% launched the Cache Valley Utah Drug Court Oral History Project in November 2016. The project ran from November to May 2017. This collection is the outgrowth of the project and includes 26 interviews%comma% both audio and transcript%comma% with 28 people. Each participant had the opportunity to review their interview transcript. The interviews include the voices of drug court participants and graduates%comma% family members%comma% and professionals associated with drug court. The majority of the interviews were conducted at the Logan Library%comma% the host for the 24 May evening event: ?Voices from Drug Court? that highlighted the project. This project received a grant to support transcription from the Utah Humanities & Utah Division of State History.,collection2421.png,,,John oral history transcript%comma% December 14%comma% 2016,,,,,,,,,,,
2336,TRUE,,MS 166 - William F. Cody Divorce Proceedings,Buffalo Bill Center of the West - McCracken Research Library,Legal documents from 1904-05 regarding the divorce of William F. Cody.,collection2336.png,,250,Transcript of proceedings at the trial 1,,,,,,,,,,,
2381,TRUE,,MS 006 William F. Cody Photo Albums - P.6.1573,Buffalo Bill Center of the West - McCracken Research Library,"This collection is one of the largest in the library. It documents the life and activities of William F. ""Buffalo Bill"" Cody%comma% including his time as an army scout%comma% Indian fighter%comma% showman%comma% rancher%comma% and developer. Included are correspondence%comma% legal documents%comma% Buffalo Bill's Wild West programs and route books%comma% scrapbooks%comma% publications%comma% and memorabilia.",collection2381.jpg,,,William F. Cody in front of his tent,,,,,,,,,,,
2382,TRUE,,MS 006 William F. Cody Scrapbooks MS6.0454,Buffalo Bill Center of the West - McCracken Research Library,"Correspondence from others to William F. ""Buffalo Bill"" Cody",collection2382.png,,,Diary 1887 Scrapbook - partial,,,,,,,,,,,
2383,TRUE,,MS 006 William F. Cody Scrapbooks MS6.0455,Buffalo Bill Center of the West - McCracken Research Library,"Correspondence from others to William F. ""Buffalo Bill"" Cody",collection2383.png,,,Diary 1887 Scrapbook - partial,,,,,,,,,,,
2391,TRUE,,MS 006 William F. Cody Scrapbook MS6.3774,Buffalo Bill Center of the West - McCracken Research Library,Newspaper clippings and illustrations regarding Buffalo Bill's Wild West and associated or similar shows in England%comma% and France,collection2391.png,,,Buffalo Bill's Wild West Scrapbook of the United Kingdom and France,,,,,,,,,,,
2392,TRUE,,MS 006 William F. Cody Scrapbooks MS6.3664,Buffalo Bill Center of the West - McCracken Research Library,Newspaper clippings%comma% handbills%comma% and illustrations of Buffalo Bill's Wild West in Paris%comma% France,collection2391.png,,,Buffalo Bill's Wild West Paris Scrapbook,,,,,,,,,,,
2395,TRUE,,MS 006 William F. Cody Scrapbooks MS6.3830,Buffalo Bill Center of the West - McCracken Research Library,Souvenir Album of Queen Victoria's visit to American Exhibition in London%comma% England Embossed Col. Henry S. Russell.,collection2395.png,,250,Souvenir Album of Queen Victoria's visit to American Exhibition in London,,,,,,,,,,,
2396,TRUE,,MS 006 William F. Cody Scrapbooks MS6.3825,Buffalo Bill Center of the West - McCracken Research Library,Financial general ledger for Irma Hotel guest accounts%comma% and Newspaper clippings relating to the Historical Pictures Company pasted throughout.,collection2396.jpg,,250,Irma Hotel Ledger/ Historical Pictures Company Scrapbook - Partial,,,,,,,,,,,
2397,TRUE,,MS 006 William F. Cody Scrapbooks MS6.3799,Buffalo Bill Center of the West - McCracken Research Library,Newspaper clippings and illustrations regarding Buffalo Bill's Wild West and Pawnee Bill's Greater Far East.,collection2397.png,,,Buffalo Bill's Wild West and Pawnee Bill's Greater Far East Scrapbook,,,,,,,,,,,
2398,TRUE,,S 006 William F. Cody Scrapbooks MS6.3793,Buffalo Bill Center of the West - McCracken Research Library,Newspaper clippings and illustrations regarding Buffalo Bill's Wild West and associated or similar shows in the United Kingdom.,collection2398.png,,,Buffalo Bill's Wild West Scrapbook of the United Kingdom,,,,,,,,,,,
2399,TRUE,,MS 006 William F. Cody Scrapbooks MS6.3792,Buffalo Bill Center of the West - McCracken Research Library,Newspaper clippings and illustrations regarding Buffalo Bill's Wild West and associated or similar shows in the United Kingdom states of England and Wales.,collection2398.png,,,Buffalo Bill's Wild West Scrapbook of the United Kingdom,,,,,,,,,,,
2400,TRUE,,MS 006 William F. Cody Scrapbooks MS6.3791,Buffalo Bill Center of the West - McCracken Research Library,Newspaper clippings and illustrations regarding Buffalo Bill's Wild West and associated or similar shows in the United Kingdom of England%comma% Scotland%comma% and Ireland.,collection2398.png,,,Buffalo Bill's Wild West Scrapbook of the United Kingdom,,,,,,,,,,,
2401,TRUE,,MS 006 William F. Cody Scrapbooks MS6.3790,Buffalo Bill Center of the West - McCracken Research Library,Newspaper clippings and illustrations related to Buffalo Bill's Wild West tour of the United States.,collection2401.png,,,Buffalo Bill's Wild West Scrapbook,,,,,,,,,,,
2402,TRUE,,MS 006 William F. Cody Scrapbooks MS6.3789,Buffalo Bill Center of the West - McCracken Research Library,Newspaper clippings and illustrations related to Buffalo Bill's Wild West tour of the United States,collection2402.png,,,Buffalo Bill's Wild West Scrapbook,,,,,,,,,,,
2403,TRUE,,MS 006 William F. Cody Scrapbooks MS6.3788,Buffalo Bill Center of the West - McCracken Research Library,Newspaper clippings and illustrations related to Buffalo Bill's Wild West tour of the United States.,collection2403.png,,,Buffalo Bill's Wild West Scrapbook,,,,,,,,,,,
2404,TRUE,,MS 006 William F. Cody Scrapbooks MS6.3787,Buffalo Bill Center of the West - McCracken Research Library,Newspaper clippings and illustrations related to Buffalo Bill's Wild West tour of the United States.,collection2404.png,,,Buffalo Bill's Wild West Scrapbook,,,,,,,,,,,
2405,TRUE,,MS 006 William F. Cody Scrapbooks MS6.3786,Buffalo Bill Center of the West - McCracken Research Library,Newspaper clippings and illustrations related to Buffalo Bill's Wild West tour of the United States.,collection2405.png,,,Buffalo Bill's Wild West Scrapbook,,,,,,,,,,,
2406,TRUE,,MS 006 William F. Cody Scrapbooks MS6.3785,Buffalo Bill Center of the West - McCracken Research Library,Newspaper clippings and illustrations related to Buffalo Bill's Wild West tour of the United States.,collection2405.png,,,Buffalo Bill's Wild West Scrapbook,,,,,,,,,,,
2407,TRUE,,MS 006 William F. Cody Scrapbooks MS6.3781,Buffalo Bill Center of the West - McCracken Research Library,Newspaper clippings and illustrations related to Buffalo Bill's Wild West participation in Brooklyn%comma% New York.,collection2407.png,,,Buffalo Bill's Wild West Scrapbook of Brooklyn%comma% NY,,,,,,,,,,,
2408,TRUE,,MS 006 William F. Cody Scrapbooks MS6.3779,Buffalo Bill Center of the West - McCracken Research Library,Newspaper clippings and illustrations related to Buffalo Bill's Wild West participation in the World's Columbian Exposition (Chicago World's Fair).,collection2407.png,,,Buffalo Bill's Wild West Scrapbook of World's Columbian Exposition%comma% Chicago%comma% Illinois,,,,,,,,,,,
2409,TRUE,,MS 006 William F. Cody Scrapbooks MS6.3778,Buffalo Bill Center of the West - McCracken Research Library,Newspaper clippings and illustrations regarding Buffalo Bill's Wild West in London%comma% England.,collection2409.jpg,,,Buffalo Bill's Wild West Scrapbook of London%comma% England,,,,,,,,,,,
2410,TRUE,,MS 006 William F. Cody Scrapbooks MS6.3777,Buffalo Bill Center of the West - McCracken Research Library,Newspaper clippings and illustrations related to Buffalo Bill's Wild West in Rome%comma% Italy.,collection2410.jpg,,,Buffalo Bill's Wild West Scrapbook of Rome%comma% Italy,,,,,,,,,,,
2411,TRUE,,MS 006 William F. Cody Scrapbooks MS6.3776,Buffalo Bill Center of the West - McCracken Research Library,Newspaper clippings and illustrations related to Buffalo Bill's Wild West in Germany.,collection2411.jpg,,,Buffalo Bill's Wild West Scrapbook of Germany,,,,,,,,,,,
2412,TRUE,,MS 006 William F. Cody Scrapbooks MS6.3775,Buffalo Bill Center of the West - McCracken Research Library,Newspaper clippings and illustrations related to Buffalo Bill's Wild West in France.,collection2412.jpg,,,Buffalo Bill's Wild West Scrapbook of France,,,,,,,,,,,
2332,TRUE,,MS 021 Yellowstone National Park,Buffalo Bill Center of the West - McCracken Research Library,The Yellowstone National Park Collection consists of publications%comma% memorabilia%comma% souvenirs%comma% academic publications%comma% correspondence%comma% photographic media%comma% illustrations%comma% postcards%comma% and correspondence related to the park and its inception%comma% existence%comma% and development.,collection2332.jpg,,,Fountain Hotel and Leather Pool,,,,,,,,,,,
2333,TRUE,,MS 32 - Edward Becker Collection of Indian Photographs,Buffalo Bill Center of the West - McCracken Research Library,Black-and-white photograph album of Edward Becker of American Indians living in Crow Agency%comma% MT in 1898. Becker received a Presidential appointment to serve as Crow Indian Agent in 1898%comma% and his appointment document is included.,collection2333.jpg,,,Edward Becker Photograph Album Cover,,,,,,,,,,,
2334,TRUE,,MS 25 - Coburn Collection,Buffalo Bill Center of the West - McCracken Research Library,"This collection contains the booklet The Battle of the Little Big Horn by Wallace David Coburn and a manuscript written in pencil in a spiral notepad by ""...the last of the Coburn boys...""",collection2334.jpg,,,Personal handwritten notebook of Wallace David Coburn,,,,,,,,,,,
2335,TRUE,,MS 228 - Buffalo Bill Museum Photographs,Buffalo Bill Center of the West - McCracken Research Library,"Photograph collection of over 400 images depicting historic Cody%comma% WY%comma% William ""Buffalo Bill"" Cody%comma% and the original Buffalo Bill Museum.",collection2335.jpg,,,Cody%comma% Wyoming,,,,,,,,,,,
2381,TRUE,,MS 006 William F. Cody Photo Albums - P.6.1573,Buffalo Bill Center of the West - McCracken Research Library,"This collection is one of the largest in the library. It documents the life and activities of William F. ""Buffalo Bill"" Cody%comma% including his time as an army scout%comma% Indian fighter%comma% showman%comma% rancher%comma% and developer. Included are correspondence%comma% legal documents%comma% Buffalo Bill's Wild West programs and route books%comma% scrapbooks%comma% publications%comma% and memorabilia.",collection2381.jpg,,,William F. Cody in front of his tent,,,,,,,,,,,
2382,TRUE,,MS 006 William F. Cody Scrapbooks MS6.0454,Buffalo Bill Center of the West - McCracken Research Library,"Correspondence from others to William F. ""Buffalo Bill"" Cody",collection2382.jpg,,,Diary 1887 Scrapbook - partial,,,,,,,,,,,
2383,TRUE,,MS 006 William F. Cody Scrapbooks MS6.0455,Buffalo Bill Center of the West - McCracken Research Library,"Correspondence from others to William F. ""Buffalo Bill"" Cody",collection2383.jpg,,,Diary 1887 Scrapbook - partial,,,,,,,,,,,
2391,TRUE,,MS 006 William F. Cody Scrapbook MS6.3774,Buffalo Bill Center of the West - McCracken Research Library,Newspaper clippings and illustrations regarding Buffalo Bill's Wild West and associated or similar shows in England%comma% and France,collection2391.jpg,,,Buffalo Bill's Wild West Scrapbook of the United Kingdom and France,,,,,,,,,,,
2392,TRUE,,MS 006 William F. Cody Scrapbooks MS6.3664,Buffalo Bill Center of the West - McCracken Research Library,Newspaper clippings%comma% handbills%comma% and illustrations of Buffalo Bill's Wild West in Paris%comma% France,collection2392.jpg,,,Buffalo Bill's Wild West Paris Scrapbook,,,,,,,,,,,
2432,TRUE,,Utah Third District Court Salt Lake County Criminal Case Index,Utah State Archives,This series functions as an index to access the criminal case files and registers of actions. Individual entries record the name of defendants involved in criminal actions and provide the following information: name of the defendant%comma% assigned case number%comma% page number for the corresponding criminal register%comma% and the date of filing with the Court Clerk.,collection2432.jpg,,,Criminal Case Index Pg. 30,,,,,,,,,,,
2433,TRUE,,Utah Third District: Salt Lake County Probate Case Files,Utah State Archives,Case files for Third District Court (Salt Lake County) probate division primarily involve the probate of estates for deceased persons and guardianship for minors and incompetent persons. Probate is judicial oversight of property in transition. Probate of estates is the process by which a deceased person's property is identified and maintained%comma% his debts and taxes paid%comma% and then remaining property distributed to beneficiaries as specified in a will or as required by law for persons who die intestate (without a will). In guardianship cases probate is the establishment of a guardian for minors or incompetent adults who hold property that needs management. In addition to probate these case files also include name changes and some adoptions.,collection2433.jpg,,,Partial probate case file,,,,,,,,,,,
2434,TRUE,,Utah State Historical Society World War Military Listings,Utah State Archives,The Utah State Historical Society collected and compiled information on Utahns serving in the World Wars. These records consist primarily of lists of Utah men and women killed%comma% wounded%comma% missing%comma% and discharged with overseas service. Assorted correspondence%comma% newspaper clippings%comma% veteran ceremony programs%comma% service questionnaires%comma% and tributes to the dead also are included. The majority of the material pertains to World War II.,collection2434.jpg,,,Partial list of Utah Army Boys killed in World War 2 up to and including November 19%comma% 1942.,,,,,,,,,,,
2435,TRUE,,Cache County (Utah) Birth Register,Utah State Archives,These records contain birth registers recorded during the years 1898 through 1904. Each entry has an assigned number%comma% name of father%comma% name of mother%comma% date of birth%comma% name of child%comma% sex%comma% race%comma% color%comma% residence of parents%comma% and name of informant making the report. Beginning in 1898%comma% physicians and midwives were required to keep record of each birth at which they assisted professionally. In their absence%comma% parents were required to make a report. They then reported quarterly to the county clerk or in the case of incorporated cities%comma% to the local board of health and they would report to the county clerk. (Revised Statutes of Utah 1898%comma% Title 57%comma% p. 474-475) In 1905%comma% the state passed a law requiring each county to file a uniform certificate with the State Bureau of Vital Statistics.,collection2435.jpg,,,Partial of Register of Births for Cache County Pg.1,,,,,,,,,,,
2436,TRUE,,Utah State Historical Society Organizational History,Utah State Archives,"Among the most important records in this series are those original documents organizing the Historical Society and defining its purpose. Using this series one can trace the organizational history of the society from its beginning with a ""Call to Organize"" in 1897%comma% to its designation as a state government agency in 1917%comma% and its continued growth to include the large number of programs it currently supports. Important records of this variety include the original ""Call to Organize"" printed on July 15%comma% 1897%comma% the original Historical Society charter filed in Salt Lake City on December 31%comma% 1897%comma% and a copy of the Society's original Articles of Incorporation and By-laws from December 28%comma% 1897 which set up the earliest parameters for how the Society would operate.",collection2436.jpg,,,"""Call to Organize"" July 15%comma% 1897",,,,,,,,,,,
2437,TRUE,,Crime in Utah Collection,Utah State Archives,"Butch Cassidy%comma% real name Robert Leroy Parker%comma% was a well-known bank and train robber in the late 1800s. He was born in Beaver%comma% Utah on April 13%comma% 1866. Along with a gang of outlaws known as the ""Wild Bunch"" he participated in criminal activity all over the American West. This case file represents a Grand Jury indictment for robbery in Castle Gate%comma% Utah in April 1897.",collection2437.jpg,,,Indictment Envelope,,,,,,,,,,,
2438,TRUE,,Weber County (Utah) Court Clerk 1850 Census Population Schedule,Utah State Archives,This series contains a copy of the 1850 United States Census for Weber County on original federal forms%comma% comprised of 28 pages. This census represents the first time that Weber County and the rest of Utah Territory was enumerated by the federal government. The series is significant%comma% in part%comma% because it was previously believed by many that the 1850 census for Utah was only taken on handmade forms and that Utah did not have access to the federal forms. However%comma% these records make it clear that federal forms were available and raise the question of why Utah Territory submitted handmade forms to the Census Bureau.,collection2438.jpg,,,Weber County (Utah) Court Clerk 1850 Census Population Schedule,,,,,,,,,,,
2439,TRUE,,Park City (Utah) Birth Register,Utah State Archives,These records contain birth registers recorded during the years 1892 through 1897. Each entry has an assigned number%comma% name of father%comma% name of mother%comma% date of birth%comma% name of child%comma% sex%comma% race%comma% color%comma% residence of parents%comma% and name of informant making the report.,collection2439.jpg,,,Partial Image of Park City (Utah) Birth Register,,,,,,,,,,,
2440,TRUE,,Second District Court Weber County Index to Civil Actions,Utah State Archives,This series contains civil case alphabetic indexes created by the Second District Court in Weber County to record the names of the parties involved in civil actions and provide assigned case numbers%comma% facilitating clerical management of and access to the case files. Volumes in the series alternate listings on each page%comma% with the left page listing entries by surname of the plaintiff and the right page by surname of the defendant. Specific information recorded for each case includes the docket number (case number) as well as the corresponding register of action book.,collection2440.jpg,,,Second District Court Weber County Index to Civil Actions,,,,,,,,,,,
2441,TRUE,,Capitol Commission Capitol Building Plans,Utah State Archives,These are the original building plans created by the capitol architect%comma% Richard Kletting%comma% for the construction of the Capitol Building. The series includes plans for framing%comma% various construction details%comma% columns and stone work%comma% dome framing%comma% foundation and footings%comma% cross sections%comma% and building elevations from various angles. The originals are blueprints%comma% blueprints on linen%comma% and tracings.,collection2441.jpg,,,Capitol Commission Capitol Building Plans: First Floor Framing Plans,,,,,,,,,,,
2442,TRUE,,Capitol Commission Capitol Design Competition Renderings,Utah State Archives,In order to select an architect to design Utah's State Capitol building%comma% the Capitol Commission sponsored a design competition. Architects who wished to participate were required to demonstrate that they possessed the necessary expertise by submitting examples of their work. Those that were approved to participate received a Program of Competition outlining the rules of the competition and the design program for the proposed capitol.,collection2442.jpg,,,Capitol Commission Capitol Design Competition Rendering,,,,,,,,,,,
2443,TRUE,,Capitol Commission Newspaper Clippings,Utah State Archives,This series documents public relations efforts by the Capitol Commission and public opinion regarding the building of the state capitol. It contains newspaper clippings collected by the Capitol Commission with the bulk of the series focusing on articles addressing the design competition for the capitol building%comma% arguments for and against construction%comma% location issues%comma% calls for voter participation%comma% messages from Governor Spry%comma% and highlights from the construction process such as the laying of the cornerstone.,collection2443.jpg,,,"Capitol Commission Newspaper Clippings%comma% ""What Governor Spry Says about the Proposition to Build a Capitol",,,,,,,,,,,
2444,TRUE,,Capitol Commission Minutes,Utah State Archives,This series contains the minutes of the Utah Capitol Commission's formal meetings and function as a record of members present at meetings%comma% outside consultants%comma% expenses incurred by commission members%comma% rules for the design competition%comma% discussions about bids and the issuing of contracts%comma% agreements for expenditures%comma% and a list of the original cornerstone contents.,collection2444.jpg,,,Capitol Commission Minutes,,,,,,,,,,,
2445,TRUE,,Capitol Commission Photographs,Utah State Archives,This series contains photographs which functioned as documentation of the construction of the State Capitol. The majority of the series contains pictures of the finished capitol building%comma% ground breaking ceremony%comma% initial excavation of the construction site%comma% and individuals involved in the construction process. The collection also holds a unique commemorative photograph album produced by Shipler's Commercial Photographs of Salt Lake City which was presented to commission members.,collection2445.jpg,,,Capitol Commission Photographs,,,,,,,,,,,
2446,TRUE,,Capitol Commission Biennial Reports,Utah State Archives,This report is an account of the monies used to build the State Capitol Complex. The report contains specific construction details and land procurement operations. The 1915-1916 edition includes more specific design expenditures and a small history of the construction. Pictures of various stages are also included.,collection2446.jpg,,,Capitol Commission Biennial Reports,,,,,,,,,,,
2447,TRUE,,Utah Department of Health Sheep Radiation Studies,Utah State Archives,The records in this series include correspondence%comma% memorandum%comma% meeting minutes%comma% photographs%comma% and reports from the various investigators and agencies involved with the sheep death investigations that took place in Cedar City in 1953 and 1954. The study papers and compiled reports found here were collected by the Utah Department of Health%comma% and highlight the questions surrounding radioactive fallout from the Nevada Test Site and its contributing role in the heavy losses of sheep in 1953 among herds that were wintered in areas downwind of the site.,collection2447.jpg,,,Utah Department of Health Sheep Radiation Studies,,,,,,,,,,,
2448,TRUE,,Ogden (Utah) Police Arrest and Jail Record Books,Utah State Archives,This series contains various record books documenting arrests made%comma% and prisoners held%comma% by the Ogden City Police Department. Arrest Record Books and Record of Prisoners Books include: name of person arrested%comma% name of arresting officer%comma% time and place of arrest%comma% charge%comma% and fine or punishment given. The Criminal Record Books and Prisoner Identification Records document individuals held by the police department and may include a prisoner number%comma% mug shot%comma% and the prisoner's physical description.,collection2448.jpg,,,Ogden (Utah) Police Arrest and Jail Record Books,,,,,,,,,,,
2449,TRUE,,Salt Lake City (Utah) School Children's Constitution and Flag Monument Books,Utah State Archives,This series contains two books compiled by the school district to document and commemorate the erection of the School Children's Constitution and Flag Monument on the west side of Washington Square in front of the Salt Lake City and County Building. The monument was completed in 1937 and included a flag pole with a sculpture of two children with the United States Constitution standing at the base%comma% and one of the children pointing up toward the flag. School children donated money to fund the monument and local children acted as models for the sculpture. In 1936 each school in the city compiled a list of students and what occupation each aspired to when they grew up. These lists were sealed in a time capsule in the monument when it was dedicated in 1937.%newline%The books in this series were compiled after the time capsule was opened in 1952. They include copies of newspaper articles about the erection of the monument and photographs of the dedication in 1937 and the opening of the time capsule in 1952. They also contain documentation of efforts to erect a flag pole not only at the City and County Building%comma% but at each school in the district as well.,collection2449.jpg,,,Salt Lake City (Utah) School Children's Constitution and Flag Monument Books,,,,,,,,,,,
2450,TRUE,,Utah Second District Court John D. Lee Criminal Case File,Utah State Archives,Case files document criminal cases as they proceed through the court system and subsequently become the official files of individual cases. Case 31 is the John D. Lee trial concerning his involvement in the 1857 Mountain Meadows Massacre.,collection2450.jpg,,,Utah Second District Court John D. Lee Criminal Case File,,,,,,,,,,,
